Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
31158,641.105,212.066975138500,187.192960068368,1.13287900923757,0.46992415672552,31474.00,199.1773022582100,0.7813134732566,0.9899599669569,0.9526231013453,0.9392188582316,0.0068061806001,0.0032670098785,0.8821320636579,0.9993488982934,SEKER
31178,636.888,212.975925175588,186.562088232190,1.14158201804926,0.48235222446035,31520.00,199.2412169350330,0.7641104820724,0.9891497461929,0.9658995960258,0.9355105126120,0.0068309681563,0.0032274291126,0.8751799192076,0.9990896583252,SEKER
31202,644.454,215.640694698434,184.471684245499,1.16896365737873,0.51787122325189,31573.00,199.3178874933870,0.7791928878234,0.9882494536471,0.9440792434070,0.9243055341299,0.0069111177071,0.0031116465919,0.8543407204232,0.9986932531935,SEKER
31203,639.782,215.067736952165,184.874875944121,1.16331511166055,0.51094682922762,31558.00,199.3210814599680,0.7629841549296,0.9887508714114,0.9579485417857,0.9267828093821,0.0068925339535,0.0031366824591,0.8589263757661,0.9992020327325,SEKER
31272,638.666,212.450318949182,187.535938994111,1.13285122888287,0.46988349421481,31593.00,199.5413416887790,0.7703221992315,0.9898395214130,0.9634250363808,0.9392376658964,0.0067936274926,0.0032612455172,0.8821673930386,0.9993644152841,SEKER
31335,635.011,216.790092286783,184.163440299905,1.17716139497474,0.52758671006422,31599.00,199.7422367309340,0.7742772424018,0.9916453052312,0.9765108344632,0.9213623861865,0.0069184647291,0.0030754693859,0.8489086466792,0.9993024867310,SEKER
31374,636.401,219.865394008333,182.008863698133,1.20799278420300,0.56099452011826,31604.00,199.8664991351000,0.7691968225949,0.9927224401974,0.9734598624032,0.9090402791061,0.0070078853193,0.0029518837957,0.8263542290372,0.9982299458726,SEKER
31530,638.857,213.785654347426,188.066482344252,1.13675574553522,0.47553564152562,31791.00,200.3627780938860,0.7689493707931,0.9917901292819,0.9707927387403,0.9372133911674,0.0067803886568,0.0032269206969,0.8783689405834,0.9984909399079,SEKER
31573,674.103,217.307026058546,185.448250670846,1.17179334543439,0.52126839042213,32197.00,200.4993569713460,0.7569647566531,0.9806193123583,0.8731185069831,0.9226547369772,0.0068826853976,0.0030767665447,0.8512917636665,0.9975380236875,SEKER
31637,656.711,229.719254636411,175.510445975356,1.30886371668537,0.64519080203000,32045.00,200.7024650491030,0.7618233481025,0.9872679045093,0.9218421819917,0.8736858621919,0.0072610947510,0.0026097751957,0.7633269857941,0.9990909956727,SEKER
31675,657.431,236.752632109384,171.210559184609,1.38281559990762,0.69067821929046,32009.00,200.8229632773260,0.7409356725146,0.9895654347215,0.9209289602325,0.8482396224619,0.0074744319529,0.0023868887392,0.7195104571143,0.9949502843943,SEKER
31682,646.721,210.045681626729,192.248415947661,1.09257431636738,0.40284197357438,32026.00,200.8451524341560,0.7731843030066,0.9892587272841,0.9518938631075,0.9561974846552,0.0066298113006,0.0034187812858,0.9143136296609,0.9989555888721,SEKER
31703,656.305,215.708906739895,187.272449690278,1.15184538407356,0.49626328085463,32093.00,200.9117052009140,0.7771105010295,0.9878478172810,0.9249085601437,0.9314019909395,0.0068040534568,0.0031586108837,0.8675096687260,0.9992370075612,SEKER
31748,641.826,219.776518299812,184.115105311921,1.19369085946248,0.54607262755752,32020.00,201.0542440891310,0.7755899741047,0.9915053091818,0.9684821560162,0.9148122176313,0.0069225311295,0.0029906976166,0.8368813935274,0.9989776699079,SEKER
31768,650.954,220.959494859984,183.292068076593,1.20550494726073,0.55846525916980,32173.00,201.1175622792470,0.7776744186047,0.9874118049296,0.9421046298002,0.9102010411758,0.0069554109437,0.0029447733146,0.8284659353576,0.9987197837106,SEKER
31811,642.092,223.984682852220,180.917122842930,1.23805132058551,0.58956496871236,32052.00,201.2536289301890,0.7738772928526,0.9924809684263,0.9696001360667,0.8985151411580,0.0070411078826,0.0028308858722,0.8073294588902,0.9995153027265,SEKER
31821,649.681,213.735645200693,189.969201915978,1.12510682281661,0.45828656100473,32168.00,201.2852591548060,0.7723543689320,0.9892128823676,0.9473781316558,0.9417486679202,0.0067168110745,0.0032589894457,0.8868905535294,0.9978466128675,SEKER
31823,662.532,222.872688946637,181.894696257825,1.22528415358922,0.57785815031705,32274.00,201.2915846032990,0.7748478207938,0.9860259032038,0.9110396196180,0.9031684660631,0.0070035096926,0.0028745545876,0.8157132780908,0.9994805535170,SEKER
31837,656.404,224.912554184130,180.439421864232,1.24647126365413,0.59696835359332,32238.00,201.3358571783310,0.7852456590371,0.9875612631057,0.9285377475301,0.8951739395281,0.0070645021260,0.0027982792022,0.8013363820102,0.9988427726963,SEKER
31915,640.718,216.320361538156,188.065306942129,1.15024065339558,0.49413834137946,32184.00,201.5823406705620,0.7776559454191,0.9916418095948,0.9769466831984,0.9318694700638,0.0067780154015,0.0031528452029,0.8683807092369,0.9988467943888,SEKER
31972,639.974,213.687480532895,190.644947293341,1.12086621526926,0.45170543855265,32246.00,201.7622727971530,0.7722705314010,0.9915028220554,0.9809683770673,0.9441932316016,0.0066835819008,0.0032766689713,0.8915008586022,0.9992531932908,SEKER
31992,640.338,212.887363707370,191.487253659592,1.11175736054902,0.43696843167438,32258.00,201.8253688592380,0.7742122840134,0.9917539835080,0.9804663762431,0.9480382740643,0.0066543937143,0.0033158260517,0.8987765690908,0.9992214661758,SEKER
31994,654.535,212.171396083836,192.422531787773,1.10263280558976,0.42130237662828,32391.00,201.8316773805760,0.7897413112164,0.9877435089994,0.9384532773910,0.9512671411222,0.0066315995525,0.0033497163908,0.9049091737788,0.9977825410876,SEKER
32015,653.676,212.929989278447,191.810134583788,1.11010812718779,0.43420694028297,32375.00,201.8979049537070,0.7618809642798,0.9888803088803,0.9415389488678,0.9481891472304,0.0066509445347,0.0033162175206,0.8990626589255,0.9980567645243,SEKER
32026,654.237,230.979067419152,176.931808304158,1.30546943273243,0.64283106508375,32349.00,201.9325869187250,0.7794489875389,0.9900151472998,0.9402478733621,0.8742462647158,0.0072122359152,0.0025988716325,0.7643065313695,0.9977788139406,SEKER
32038,645.085,224.482321107924,181.940866806836,1.23382022438232,0.58575129980934,32308.00,201.9704149974080,0.7705146705147,0.9916429367339,0.9674786148013,0.8997163518294,0.0070067520166,0.0028321676925,0.8094895137491,0.9987645334891,SEKER
32044,652.651,216.147146845467,188.970540325967,1.14381398535783,0.48544352010113,32395.00,201.9893263801170,0.7780691530692,0.9891649945979,0.9453542294067,0.9344991563758,0.0067453235191,0.0031732055228,0.8732886732670,0.9988797977374,SEKER
32057,642.082,215.918285273981,189.303386911369,1.14059388369566,0.48097146967910,32301.00,202.0302949697770,0.7798049089007,0.9924460543017,0.9771286582334,0.9356794155410,0.0067354488965,0.0031845979370,0.8754959686672,0.9985853470620,SEKER
32066,669.313,236.436655048021,173.230899314783,1.36486421292766,0.68058017200196,32481.00,202.0586529735310,0.7808786284824,0.9872232997753,0.8994895693843,0.8545995244794,0.0073734377549,0.0024260534698,0.7303403472404,0.9968154032055,SEKER
32109,663.582,224.472352289152,182.364496199987,1.23089941828912,0.58308094379294,32567.00,202.1940863178280,0.7676253317077,0.9859366843738,0.9163205998320,0.9007527397288,0.0069909480921,0.0028388222941,0.8113554981290,0.9986970106726,SEKER
32114,648.566,222.657507373999,183.829036100673,1.21122055632202,0.56423612693139,32393.00,202.2098284941290,0.7606708039225,0.9913870280616,0.9593915997137,0.9081653292493,0.0069333470565,0.0029092589188,0.8247642652504,0.9989714321912,SEKER
32167,654.893,217.960517017149,188.204715944682,1.15810337654458,0.50438175309867,32521.00,202.3766202788650,0.7605930199565,0.9891147258694,0.9424964570592,0.9285012856844,0.0067759044057,0.0031065408644,0.8621146375176,0.9984178726777,SEKER
32213,658.216,221.481114338168,185.295432369925,1.19528642182610,0.54778436656073,32585.00,202.5212716100550,0.7629073512694,0.9885837041584,0.9343383323576,0.9143952170154,0.0068755196454,0.0029649752527,0.8361186129006,0.9994012250361,SEKER
32218,653.595,222.756071381096,184.404683949012,1.20797404171517,0.56097556646015,32566.00,202.5369883558990,0.7544315653905,0.9893140084751,0.9477439021558,0.9092321798466,0.0069140254324,0.0029148078302,0.8267031568686,0.9986359537012,SEKER
32233,665.493,221.233683701027,185.592372872437,1.19204081653230,0.54428950953692,32710.00,202.5841312774730,0.7752044252044,0.9854173035769,0.9145840197366,0.9157020209962,0.0068635771942,0.0029767816238,0.8385101912566,0.9995383730562,SEKER
32251,644.051,220.980962776812,186.027783501276,1.18789225253170,0.53974714254392,32514.00,202.6406883063070,0.7640606491353,0.9919111767239,0.9770404216446,0.9170051834328,0.0068519104145,0.0029886743829,0.8408985064426,0.9988968209687,SEKER
32258,654.808,220.804030078904,186.277755809551,1.18534834779013,0.53691890750618,32612.00,202.6626784439280,0.7758056758057,0.9891450999632,0.9454081638316,0.9178395809692,0.0068449386223,0.0029965149595,0.8424294963937,0.9985724116799,SEKER
32262,652.419,222.698656271345,184.512992892548,1.20695379105923,0.55994151759753,32563.00,202.6752431656260,0.7813135716362,0.9907563799404,0.9524626416521,0.9100874094125,0.0069028162008,0.0029210466788,0.8282590927711,0.9996704519994,SEKER
32279,646.556,218.181603796504,188.553141772327,1.15713587026809,0.50314372568760,32623.00,202.7286345450650,0.7901835985312,0.9894552922785,0.9703259436876,0.9291738213371,0.0067592429690,0.0031078903102,0.8633639902583,0.9990294422256,SEKER
32323,649.590,217.371457379769,189.591319048293,1.14652642573999,0.48914996706204,32615.00,202.8667587469040,0.7848436285936,0.9910470642342,0.9625933676235,0.9332722943127,0.0067249777985,0.0031470533900,0.8709971753316,0.9986212782626,SEKER
32338,653.602,221.411341343968,186.136272979216,1.18951205909603,0.54153090499086,32672.00,202.9138250530150,0.7824908655358,0.9897771792360,0.9512535177690,0.9164563288462,0.0068467852478,0.0029792954120,0.8398922026823,0.9990619034314,SEKER
32355,657.166,221.279621000057,186.360409938842,1.18737462035351,0.53917432775905,32720.00,202.9671536724750,0.7837936046512,0.9888447432763,0.9414583159721,0.9172428656339,0.0068391167053,0.0029861880101,0.8413344745563,0.9989792023166,SEKER
32368,675.385,221.658064937458,186.176229285180,1.19058198669352,0.54270193934295,32806.00,203.0079249290230,0.7590994371482,0.9866487837591,0.8917085023385,0.9158607650315,0.0068480618184,0.0029721125583,0.8388009409241,0.9986612906858,SEKER
32376,643.009,219.130013730037,188.300427392052,1.16372552502919,0.51145652067089,32608.00,203.0330108636170,0.7843023255814,0.9928851815505,0.9840087314608,0.9265413140244,0.0067682855736,0.0030769298397,0.8584788065941,0.9990336999301,SEKER
32433,653.760,219.836697111960,188.009236824060,1.16928668413076,0.51826140784730,32775.00,203.2116585100260,0.7693201764790,0.9895652173913,0.9535869437250,0.9243755077276,0.0067781795428,0.0030527170384,0.8544700792867,0.9991204856980,SEKER
32465,653.850,225.202449417725,183.692094560686,1.22597790588819,0.57850986752160,32767.00,203.3118831249840,0.7650344047507,0.9907834101382,0.9542650434534,0.9027960559517,0.0069367765106,0.0028424712305,0.8150407186419,0.9992219134543,SEKER
32514,649.012,221.445489897254,187.134423177447,1.18334984091768,0.53467364369228,32843.00,203.4652563891910,0.7849830999517,0.9899826447036,0.9700068736507,0.9188051492202,0.0068107735098,0.0029941246907,0.8442029022336,0.9989873700604,SEKER
32518,651.651,221.262785372889,187.256110603346,1.18160515381833,0.53269642666015,32811.00,203.4777715518280,0.7589152352502,0.9910700679650,0.9622846511114,0.9196204016365,0.0068043171589,0.0030019171438,0.8457016831061,0.9992854673510,SEKER
32518,655.131,220.821199193386,187.665586505827,1.17667390865256,0.52701960454946,32842.00,203.4777715518280,0.7940321832344,0.9901345837647,0.9520886553576,0.9214594083136,0.0067907374129,0.0030199623917,0.8490874411696,0.9990990381888,SEKER
32525,663.914,225.077855560317,184.214734173858,1.22182330620684,0.57457925388149,33000.00,203.4996712344060,0.7690579778682,0.9856060606061,0.9272642490958,0.9041301318951,0.0069201492870,0.0028524562955,0.8174512954006,0.9987810444094,SEKER
32578,657.571,227.037573996575,182.842305722646,1.24171248606419,0.59281399771747,32901.00,203.6654067051700,0.7819220430108,0.9901826692198,0.9467797909623,0.8970559503435,0.0069690457977,0.0027837562588,0.8047093780466,0.9992176823734,SEKER
32581,649.583,224.424177897585,184.923471319830,1.21360569480895,0.56660309111633,32851.00,203.6747839252970,0.7720616113744,0.9917810721135,0.9702976345800,0.9075438566082,0.0068881918265,0.0028824081757,0.8236358516673,0.9995691600322,SEKER
32615,664.789,218.146746288941,191.002276983530,1.14211594612431,0.48309517204947,33016.00,203.7810289294300,0.8085628579220,0.9878543736370,0.9273839969932,0.9341465430776,0.0066885404350,0.0031417466709,0.8726297639437,0.9966443684628,SEKER
32622,657.009,235.270869763518,177.158189532593,1.32802706092361,0.65802428786709,32902.00,203.8028960254260,0.7793119923555,0.9914898790347,0.9496811325304,0.8662478964365,0.0072120308308,0.0025049906510,0.7503854180806,0.9965321413335,SEKER
32698,653.049,225.014190639487,185.143724263941,1.21534873263491,0.56831785185759,32994.00,204.0401593651370,0.7676848308407,0.9910286718797,0.9634729275144,0.9067879620626,0.0068815888017,0.0028700632353,0.8222644081416,0.9993380063256,SEKER
32705,654.454,223.875867501602,186.149929796842,1.20266425964239,0.55554383284845,33021.00,204.0619986929550,0.7794699461366,0.9904303322128,0.9595459232065,0.9114961829975,0.0068453101208,0.0029146895796,0.8308252916189,0.9992038842371,SEKER
32713,660.043,215.416320785902,193.486462096994,1.11334053272376,0.43959156012849,33020.00,204.0869550630840,0.7995160817284,0.9907026044821,0.9435953206897,0.9474071152943,0.0065850371652,0.0032725369697,0.8975802421103,0.9993124649134,SEKER
32729,656.679,214.265720692008,194.793825044591,1.09996156522395,0.41652846571270,33066.00,204.1368586503600,0.7691530362850,0.9898082622634,0.9537539372263,0.9527275664584,0.0065466626140,0.0033271673697,0.9076898158898,0.9984239106240,SEKER
32774,660.614,222.870051301159,187.479247653151,1.18877184590309,0.54071740250865,33120.00,204.2771471289680,0.7901538164810,0.9895531400966,0.9437213211192,0.9165751339687,0.0068002090468,0.0029605630210,0.8401099762097,0.9986990871804,SEKER
32775,649.807,220.025099462980,189.809403781021,1.15918966647626,0.50576448761019,33062.00,204.2802635564560,0.7726308345120,0.9913193394229,0.9754023408288,0.9284407281490,0.0067131990683,0.0030769895577,0.8620021856858,0.9992240261269,SEKER
32795,651.030,225.210252085729,185.600231202765,1.21341579493880,0.56641551102187,33091.00,204.3425821251890,0.7759926174814,0.9910549696292,0.9723340531398,0.9073413853620,0.0068672130534,0.0028710659270,0.8232683895906,0.9989668674031,SEKER
32796,654.824,223.145368688528,187.419262114213,1.19062131699432,0.54274487808053,33111.00,204.3456975547430,0.8008204527141,0.9904865452569,0.9611287424730,0.9157514617297,0.0068040422213,0.0029515982546,0.8386007396602,0.9984559170866,SEKER
32799,653.729,219.905549413948,190.112339602128,1.15671370871649,0.50260159336465,33087.00,204.3550435584320,0.7461779961780,0.9912956750385,0.9644394455020,0.9292855232760,0.0067046418919,0.0030842674851,0.8635715837703,0.9989050894051,SEKER
32829,658.101,221.599499993417,189.002627541416,1.17246782690817,0.52207126255298,33154.00,204.4484800973360,0.7897851661174,0.9901972612656,0.9525382332253,0.9226035261966,0.0067501142281,0.0030168333857,0.8511972665504,0.9980014093826,SEKER
32836,669.190,218.406003761023,191.758772774643,1.13896225242167,0.47867489616986,33225.00,204.4702758127050,0.8029147104851,0.9882919488337,0.9214276196989,0.9361934758737,0.0066514192886,0.0031517846020,0.8764582242684,0.9982528332662,SEKER
32849,664.105,230.722307577540,181.743685501681,1.26949284064896,0.61603837788225,33245.00,204.5107474070870,0.7465681818182,0.9880884343510,0.9359626473376,0.8863934725443,0.0070237239361,0.0026745664541,0.7856933881691,0.9974321312259,SEKER
32870,655.512,220.358162919771,190.020659766901,1.15965370918134,0.50635283368871,33198.00,204.5761076847560,0.7812425726102,0.9901198867402,0.9612763890251,0.9283799836326,0.0067039295078,0.0030719367875,0.8618893940096,0.9994932326673,SEKER
32885,659.728,227.067403663747,184.559693246439,1.23031957666156,0.58254709451275,33225.00,204.6227808153720,0.7856699159021,0.9897667419112,0.9494626319365,0.9011543599556,0.0069048929197,0.0028088817971,0.8120791804669,0.9991169135277,SEKER
32920,671.612,219.093133833251,191.462212480656,1.14431527242164,0.48613262924648,33376.00,204.7316434083450,0.7779747134586,0.9863374880153,0.9171340044360,0.9344502943856,0.0066553199828,0.0031302103588,0.8731973526773,0.9992130665068,SEKER
32925,656.646,225.128170216913,186.461528278006,1.20737061578331,0.56036452690810,33252.00,204.7471904823240,0.7686830247706,0.9901660050523,0.9595620011897,0.9094694381652,0.0068376057773,0.0028856008619,0.8271346589564,0.9986580825200,SEKER
32934,668.197,221.408730830372,189.601811051501,1.16775641330890,0.51640750450163,33401.00,204.7751722409430,0.7767086458186,0.9860183826832,0.9269265082081,0.9248739716494,0.0067228010819,0.0030343121340,0.8553918634346,0.9988893344180,SEKER
32947,668.231,209.693292722529,200.249599312651,1.04715961201567,0.29672086108135,33336.00,204.8155835877470,0.7653193960511,0.9883309335253,0.9271980328422,0.9767388404681,0.0063645640794,0.0035732405847,0.9540187624790,0.9990099171732,SEKER
32951,688.260,226.649046227471,185.521575459696,1.22168564850674,0.57444786808749,33524.00,204.8280162442830,0.7708016561791,0.9829077675695,0.8741247214765,0.9037232657874,0.0068783662477,0.0028301334322,0.8167157411254,0.9977698998424,SEKER
32988,676.797,224.751709935168,187.177294457018,1.20074237950254,0.55354674093480,33461.00,204.9429825627690,0.7666992051318,0.9858641403425,0.9050008768446,0.9118639525452,0.0068131353806,0.0029056745675,0.8314958679513,0.9984123270304,SEKER
33006,669.769,223.527749139746,188.242941208010,1.18744292723702,0.53924999432643,33458.00,204.9988888104730,0.7570183486239,0.9864905254349,0.9245974137749,0.9171071135437,0.0067723368218,0.0029552794957,0.8410854577125,0.9987409779626,SEKER
33010,665.850,224.971259206432,186.890091494319,1.20376236860728,0.55667742423057,33374.00,205.0113103506920,0.7915877317091,0.9890933061665,0.9356266427049,0.9112777830993,0.0068152456591,0.0028991080835,0.8304271979703,0.9996370107847,SEKER
33013,652.684,223.781853880398,188.029142329705,1.19014452285274,0.54222382295702,33289.00,205.0206260119740,0.7897846889952,0.9917089729340,0.9738429464115,0.9161628722655,0.0067785979426,0.0029458483763,0.8393544085179,0.9989530520298,SEKER
33019,655.703,224.450211414497,187.502627162863,1.19705102168804,0.54966331800230,33340.00,205.0392560648090,0.7643287037037,0.9903719256149,0.9650713855311,0.9135177675826,0.0067976077838,0.0029201412543,0.8345147116891,0.9989566882411,SEKER
33051,663.071,218.951371381023,192.473941746790,1.13756371067137,0.47668967548712,33423.00,205.1385877718810,0.7779268464906,0.9888699398618,0.9446575501990,0.9369139205568,0.0066246519434,0.0031487747565,0.8778076945331,0.9985621782490,SEKER
33058,655.511,224.445878810240,187.878161189724,1.19463527527070,0.54708728343820,33320.00,205.1603101719600,0.7992746615087,0.9921368547419,0.9667773600397,0.9140747482622,0.0067894572815,0.0029237596549,0.8355326454106,0.9981567718478,SEKER
33062,667.966,222.039143557775,189.781341162754,1.16997351898444,0.51908899036495,33439.00,205.1727219394280,0.7786622703721,0.9887257394061,0.9311727781737,0.9240385215503,0.0067158412545,0.0030202332956,0.8538471893089,0.9989786007507,SEKER
33078,659.456,235.560077511721,178.931232760117,1.31648384621328,0.65039153094083,33333.00,205.2223615027120,0.7877214707563,0.9923499234992,0.9558229606771,0.8712102817698,0.0071213518808,0.0025306621944,0.7590073550615,0.9992209220955,SEKER
33078,652.214,221.386902518904,190.354812125572,1.16302235833608,0.51058261844946,33327.00,205.2223615027120,0.7724173360732,0.9925285804303,0.9771671827743,0.9269851069224,0.0066928744942,0.0030484808479,0.8593013884560,0.9993867273236,SEKER
33089,663.915,217.335822126728,194.207048851102,1.11909337695234,0.44890301945883,33466.00,205.2564817386820,0.7744102228047,0.9887348353553,0.9433406398205,0.9444208494033,0.0065682197143,0.0032232181462,0.8919307407876,0.9981537847156,SEKER
33090,653.809,228.406675036144,184.688554788127,1.23671266634887,0.58836528236685,33352.00,205.2595832970690,0.7693559637294,0.9921443991365,0.9727580692443,0.8986584269684,0.0069025891519,0.0027769649098,0.8075869683614,0.9987530329508,SEKER
33143,648.385,222.526309539847,189.737379264391,1.17281218072358,0.52248015677423,33377.00,205.4238988802360,0.7699795558034,0.9929891841687,0.9906853996160,0.9231443207997,0.0067141269511,0.0030077914494,0.8521954370248,0.9994651888998,SEKER
33159,653.801,222.444028688290,189.980420019631,1.17087870773896,0.52017544401177,33415.00,205.4734777626380,0.7881114227314,0.9923387700135,0.9748103412812,0.9237086694315,0.0067084058231,0.0030125840247,0.8532377059829,0.9990378625754,SEKER
33168,680.621,234.315548007690,180.582753928228,1.29755219095184,0.63722005194865,33542.00,205.5013606275540,0.7612402744945,0.9888498002504,0.8997429641900,0.8770282739445,0.0070645063919,0.0025781961958,0.7691785932981,0.9980493689673,SEKER
33171,654.338,222.253649008938,190.361453229385,1.16753494595948,0.51613804266658,33429.00,205.5106540751840,0.7902372784448,0.9922821502288,0.9735631873621,0.9246671764067,0.0067002396373,0.0030214253189,0.8550093871240,0.9982533385906,SEKER
33194,664.658,232.308544254803,182.085601664036,1.27582050492621,0.62100157233312,33520.00,205.5818898831780,0.7736988089411,0.9902744630072,0.9442195340168,0.8849519097227,0.0069985100999,0.0026476711280,0.7831398825218,0.9991459203468,SEKER
33236,660.788,210.858002487167,200.927367309907,1.04942400485417,0.30327309404319,33611.00,205.7119090106790,0.7682847896440,0.9888429383238,0.9565205816000,0.9755945071290,0.0063442653294,0.0035451815972,0.9517846423403,0.9988256511235,SEKER
33248,660.068,230.969834677440,183.429248655006,1.25917669276315,0.60769602413977,33511.00,205.7490422416460,0.7876619838431,0.9921518307421,0.9589545683883,0.8908048210234,0.0069468790507,0.0026983590374,0.7935332291586,0.9991985470896,SEKER
33251,658.962,217.452162976616,194.983482547544,1.11523376306295,0.44269350294137,33565.00,205.7583245022880,0.7579439252336,0.9906450171309,0.9622631012955,0.9462233977614,0.0065397179927,0.0032338026694,0.8953387184710,0.9985119682164,SEKER
33276,704.493,234.788138398934,180.705496041287,1.29928609556673,0.63846189995509,33857.00,205.8356603958780,0.7596566523605,0.9828395900405,0.8425343484140,0.8766867943139,0.0070557800937,0.0025710034445,0.7685797353243,0.9986049634412,SEKER
33316,670.587,229.218082946794,185.279361525868,1.23714849327561,0.58875656149594,33699.00,205.9593374246400,0.7826168663378,0.9886346775869,0.9310059521727,0.8985300582609,0.0068801201509,0.0027663442607,0.8073562655984,0.9988195875217,SEKER
33319,668.601,225.017237808188,188.836510273636,1.19159815801576,0.54380889242355,33732.00,205.9686102080380,0.7960387996942,0.9877564330606,0.9366293850990,0.9153459184474,0.0067534211053,0.0029244526283,0.8378581504184,0.9983902287170,SEKER
33325,674.433,223.825484177477,189.735706376687,1.17966980729031,0.53048418498225,33701.00,205.9871545225560,0.7989690721649,0.9888430610368,0.9206666205850,0.9203025083561,0.0067164436362,0.0029719504216,0.8469567068866,0.9991292551961,SEKER
33330,653.776,224.360166693822,189.431387512528,1.18438749586303,0.53584201133043,33580.00,206.0026068427850,0.7901849217639,0.9925550923169,0.9799123481170,0.9181781680699,0.0067314781486,0.0029511959868,0.8430511483201,0.9984992384434,SEKER
33333,679.262,220.531291441488,192.716705596529,1.14432887776316,0.48615130600508,33834.00,206.0118776785870,0.7722407561857,0.9851924100018,0.9078406547293,0.9341616617397,0.0066160049033,0.0031078764109,0.8726580102643,0.9986077615568,SEKER
33338,659.103,232.263794525560,182.918509157086,1.26976649654463,0.61625539269303,33639.00,206.0273281445470,0.7767474370923,0.9910520526770,0.9643680853767,0.8870402232315,0.0069669384644,0.0026606943757,0.7868403576306,0.9991035242485,SEKER
33344,661.508,225.318056087632,188.668525973394,1.19425354560414,0.54667767952588,33692.00,206.0458671743970,0.7633524873515,0.9896711385492,0.9575409585064,0.9144667353879,0.0067573793212,0.0029149406056,0.8362494101309,0.9986938230582,SEKER
